isotope,Z,A,symbol,half_life_s,half_life_min,beta_plus_pct,projectile,target_el,target_A,target,peak_xs_mb,peak_E_MeV
Tc-94,43,94,Tc,17580.0,293.0,80.7,p,Mo,94,94Mo,650.93,12.0
Tc-94,43,94,Tc,17580.0,293.0,80.7,d,Mo,94,94Mo,294.87,9.0
Tc-94,43,94,Tc,17580.0,293.0,80.7,d,Mo,93,93Mo,239.73,8.0
Tc-94,43,94,Tc,17580.0,293.0,80.7,p,Ru,97,97Ru,35.1,17.0
Tc-94,43,94,Tc,17580.0,293.0,80.7,d,Ru,96,96Ru,21.03,9.0
Te-115,52,115,Te,348.0,5.8,112.5,p,Sb,115,115Sb,770.07,15.0
Te-115,52,115,Te,348.0,5.8,112.5,d,Te,114,114Te,340.6,9.0
Te-115,52,115,Te,348.0,5.8,112.5,d,Sb,114,114Sb,300.59,9.0
Te-115,52,115,Te,348.0,5.8,112.5,p,Te,116,116Te,277.94,18.0
Te-115,52,115,Te,348.0,5.8,112.5,p,Sb,116,116Sb,185.88,17.0
Te-115,52,115,Te,348.0,5.8,112.5,p,I,118,118I,111.3,17.0
Te-115,52,115,Te,348.0,5.8,112.5,p,Sb,114,114Sb,52.56,8.0
Te-115,52,115,Te,348.0,5.8,112.5,d,I,117,117I,41.51,9.0
Te-115,52,115,Te,348.0,5.8,112.5,d,Sb,115,115Sb,25.57,9.0
Ti-45,22,45,Ti,11088.0,184.8,84.8,d,Ti,44,44Ti,652.35,6.0
Ti-45,22,45,Ti,11088.0,184.8,84.8,p,Sc,45,45Sc,299.83,13.0
Ti-45,22,45,Ti,11088.0,184.8,84.8,d,Sc,45,45Sc,233.86,9.0
Ti-45,22,45,Ti,11088.0,184.8,84.8,p,Ti,46,46Ti,203.92,18.0
Ti-45,22,45,Ti,11088.0,184.8,84.8,p,Sc,46,46Sc,176.62,18.0
Ti-45,22,45,Ti,11088.0,184.8,84.8,d,Sc,44,44Sc,170.64,5.0
Ti-45,22,45,Ti,11088.0,184.8,84.8,d,V,47,47V,67.43,9.0
Ti-45,22,45,Ti,11088.0,184.8,84.8,p,V,48,48V,43.63,17.0
Tm-158,69,158,Tm,238.8,4.0,73.5,p,Er,158,158Er,832.4,16.0
Tm-158,69,158,Tm,238.8,4.0,73.5,p,Er,159,159Er,608.22,18.0
Tm-158,69,158,Tm,238.8,4.0,73.5,d,Er,157,157Er,145.02,9.0
Tm-158,69,158,Tm,238.8,4.0,73.5,d,Tm,157,157Tm,91.8,9.0
Tm-158,69,158,Tm,238.8,4.0,73.5,p,Tm,159,159Tm,70.26,18.0
Tm-158,69,158,Tm,238.8,4.0,73.5,p,Er,157,157Er,31.28,10.0
V-47,23,47,V,1956.0,32.6,96.5,p,Ti,47,47Ti,344.47,11.0
V-47,23,47,V,1956.0,32.6,96.5,p,V,48,48V,301.2,18.0
V-47,23,47,V,1956.0,32.6,96.5,d,Ti,46,46Ti,243.6,6.0
V-47,23,47,V,1956.0,32.6,96.5,d,Ti,47,47Ti,166.78,9.0
V-47,23,47,V,1956.0,32.6,96.5,p,Ti,48,48Ti,91.62,18.0
V-47,23,47,V,1956.0,32.6,96.5,p,Ti,46,46Ti,33.71,5.0
V-47,23,47,V,1956.0,32.6,96.5,d,Cr,49,49Cr,24.83,8.0
V-47,23,47,V,1956.0,32.6,96.5,p,Cr,50,50Cr,22.28,17.0
V-47,23,47,V,1956.0,32.6,96.5,d,Mn,50,50Mn,18.77,9.0
Y-83,39,83,Y,424.8,7.1,57.5,p,Sr,83,83Sr,364.79,12.0
Y-83,39,83,Y,424.8,7.1,57.5,p,Y,84,84Y,360.13,18.0
Y-83,39,83,Y,424.8,7.1,57.5,d,Sr,82,82Sr,173.45,7.0
Y-83,39,83,Y,424.8,7.1,57.5,d,Y,82,82Y,35.71,8.0
Y-83,39,83,Y,424.8,7.1,57.5,d,Sr,83,83Sr,35.16,9.0
Y-83,39,83,Y,424.8,7.1,57.5,d,Zr,85,85Zr,14.15,9.0
Y-83,39,83,Y,424.8,7.1,57.5,p,Zr,86,86Zr,12.46,18.0
Y-84,39,84,Y,2370.0,39.5,184.0,p,Sr,84,84Sr,541.01,14.0
Y-84,39,84,Y,2370.0,39.5,184.0,p,Y,85,85Y,305.16,18.0
Y-84,39,84,Y,2370.0,39.5,184.0,d,Sr,83,83Sr,171.82,7.0
Y-84,39,84,Y,2370.0,39.5,184.0,p,Sr,85,85Sr,131.04,18.0
Y-84,39,84,Y,2370.0,39.5,184.0,d,Y,83,83Y,119.11,8.0
Y-84,39,84,Y,2370.0,39.5,184.0,p,Zr,87,87Zr,13.48,18.0
Y-85,39,85,Y,9648.0,160.8,124.0,p,Sr,85,85Sr,691.49,12.0
Y-85,39,85,Y,9648.0,160.8,124.0,p,Y,86,86Y,662.06,18.0
Y-85,39,85,Y,9648.0,160.8,124.0,p,Sr,86,86Sr,439.94,18.0
Y-85,39,85,Y,9648.0,160.8,124.0,d,Sr,84,84Sr,370.52,8.0
Y-85,39,85,Y,9648.0,160.8,124.0,d,Sr,85,85Sr,340.71,9.0
Y-85,39,85,Y,9648.0,160.8,124.0,d,Y,84,84Y,91.28,8.0
Y-85,39,85,Y,9648.0,160.8,124.0,p,Sr,84,84Sr,26.76,9.0
Y-85,39,85,Y,9648.0,160.8,124.0,d,Zr,87,87Zr,12.86,9.0
Y-85,39,85,Y,9648.0,160.8,124.0,p,Zr,88,88Zr,11.95,18.0
Zn-60,30,60,Zn,142.8,2.4,96.0,p,Ga,63,63Ga,379.02,12.0
Zn-60,30,60,Zn,142.8,2.4,96.0,d,Cu,59,59Cu,83.66,6.0
Zn-60,30,60,Zn,142.8,2.4,96.0,p,Ge,64,64Ge,61.91,18.0
Zn-60,30,60,Zn,142.8,2.4,96.0,p,Cu,60,60Cu,59.92,13.0
Zn-60,30,60,Zn,142.8,2.4,96.0,p,Zn,61,61Zn,19.95,18.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,d,Zn,62,62Zn,434.94,7.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,p,Cu,63,63Cu,375.55,13.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,p,Zn,64,64Zn,316.36,18.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,p,Cu,64,64Cu,246.89,18.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,d,Cu,62,62Cu,173.35,6.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,d,Cu,63,63Cu,153.15,9.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,p,Ge,67,67Ge,66.42,18.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,p,Ga,66,66Ga,60.6,11.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,d,Ga,65,65Ga,49.85,8.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,d,Ge,66,66Ge,42.88,9.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,d,Ga,66,66Ga,33.24,9.0
Zn-63,30,63,Zn,2308.2,38.5,92.8,p,Ga,67,67Ga,26.15,18.0
Zr-85,40,85,Zr,471.6,7.9,90.5,p,Y,85,85Y,578.75,15.0
Zr-85,40,85,Zr,471.6,7.9,90.5,d,Zr,84,84Zr,356.19,8.0
Zr-85,40,85,Zr,471.6,7.9,90.5,d,Y,84,84Y,220.16,8.0
Zr-85,40,85,Zr,471.6,7.9,90.5,p,Zr,86,86Zr,161.78,18.0
Zr-85,40,85,Zr,471.6,7.9,90.5,p,Nb,88,88Nb,58.89,18.0
Zr-85,40,85,Zr,471.6,7.9,90.5,p,Y,86,86Y,53.01,18.0
Zr-85,40,85,Zr,471.6,7.9,90.5,d,Nb,87,87Nb,36.36,9.0
Zr-85,40,85,Zr,471.6,7.9,90.5,p,Y,84,84Y,33.42,7.0
Zr-85,40,85,Zr,471.6,7.9,90.5,d,Y,85,85Y,16.4,9.0
